provider,dataProvider,title,collection,description,creator,publisher,contributor,type,identifier,language,temporal,spatial,subject,date,extent,format,standardizedRights,relation,isShownAt,preview,count
National Archives and Records Administration,National Archives at Fort Worth,1.0,1.0,0.40132039611883563,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0006001800540162E-4,0.011903571071321397,0.30039011703511054,0.0023006902070621185,1.0,0.0,1.0,1.0,0.5358607582274683,9997
North Carolina Digital Heritage Center,Piedmont Aviation Historical Society,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1
Recollection Wisconsin,Kewaunee Public Library,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,297
Recollection Wisconsin,University of Wisconsin-Parkside,1.0,0.0,0.989821882951654,0.6564885496183206,0.25699745547073793,0.0,0.9974554707379135,0.0,0.34096692111959287,0.0,0.0,0.989821882951654,0.9974554707379135,0.0,0.9974554707379135,0.0,0.3256997455470738,1.0,0.9949109414758269,393
Smithsonian Institution,Anacostia Community Museum Archives,1.0,1.0,1.0,0.5,0.0,0.0,1.0,0.0,0.0,0.5,0.875,1.0,0.5,0.0,1.0,0.0,0.0,1.0,1.0,8
South Carolina Digital Library,City of Columbia,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,3
South Carolina Digital Library,"The South Carolina Institute of Archaeology and Anthropology,Coulmbia (S.C.)",1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2
South Carolina Digital Library,University of South Carolina. Rare Books and Special Collections,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.7692307692307693,0.7692307692307693,0.6923076923076923,0.0,0.23076923076923078,0.0,1.0,1.0,1.0,13
The Portal to Texas History,McCulloch County Historical Commission,1.0,1.0,1.0,0.9,0.09,0.09,1.0,1.0,0.97,0.0,1.0,1.0,0.96,0.0,1.0,0.0,0.02,1.0,1.0,200
The Portal to Texas History,Stephenville Public Library,1.0,1.0,1.0,0.524500370096225,0.9758697261287935,0.0011843079200592153,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,6755
The Portal to Texas History,UT Southwestern Medical Center Library,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1
Biodiversity Heritage Library,Museums Victoria,1.0,0.06051873198847262,0.9164265129682997,0.8414985590778098,0.9596541786743515,0.414985590778098,1.0,1.0,0.38904899135446686,0.005763688760806916,0.5706051873198847,0.8414985590778098,0.9596541786743515,0.0,1.0,0.0,0.5561959654178674,1.0,1.0,347
California Digital Library,California State Library,1.0,1.0,0.9903249258989989,0.4079469828309379,0.43655276550528493,0.4632291258878139,0.9998322241485376,0.49082825345338627,0.6457972149208657,0.004613835915217269,0.9434315754152452,0.9978189139309882,0.9784408030870757,0.9353503719031374,0.9974553995861529,0.0,1.3981320955203848E-4,1.0,0.9996644482970751,35762
California Digital Library,Oroville Chinese Temple and Museum Complex,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.08493150684931507,0.0,0.0,0.0,0.0,1.0,1.0,365
Digital Library of Georgia,"Kennesaw State University. Department of Archives, Rare Books and Records Management",1.0,1.0,0.9909154437456325,0.9811320754716981,0.0,0.0,0.9993011879804332,0.0,0.676450034940601,0.0,1.0,1.0,1.0,0.0,0.8504542278127184,0.0,0.11530398322851153,1.0,1.0,1431
Digital Library of Tennessee,University of Memphis. Special Collections,1.0,1.0,0.6853932584269663,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.898876404494382,1.0,0.9213483146067416,0.0,0.0,1.0,0.0,1.0,1.0,89
Digital Maine,Town of Islesford,1.0,0.0,0.5,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2
Empire State Digital Network,Albany Law School,1.0,1.0,1.0,0.8461538461538461,0.6923076923076923,0.0,1.0,1.0,1.0,0.0,0.9615384615384616,1.0,0.9615384615384616,1.0,1.0,1.0,0.0,1.0,1.0,26
HathiTrust,HathiTrust,1.0,0.0,0.677488081982464,0.6428884743491485,0.9105751015863376,0.3889346810695125,0.9999662583932247,1.0,0.9967656259791091,0.0848890624171523,0.3763346010537022,0.6655435531840026,0.9755517957765149,0.6127475790397139,1.0,0.0,0.02036064957413272,1.0,0.0,207459
Indiana Memory,"Davis, Patrick",1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,5
Indiana Memory,Elmon Meyers,1.0,1.0,0.04918032786885246,0.01639344262295082,0.01639344262295082,0.0,1.0,0.0,1.0,0.03278688524590164,0.3114754098360656,1.0,0.5901639344262295,0.0,0.819672131147541,0.0,0.0,1.0,1.0,61
Indiana Memory,IPFW Walter E. Helmke Library,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1
Indiana Memory,Thomas Carr Howe High School Alumni Association,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,32
Minnesota Digital Library,Bethel University Digital Herbarium,1.0,1.0,0.0,0.7142857142857143,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.7142857142857143,0.0,0.0,0.0,1.0,1.0,1.0,7
South Carolina Digital Library,"The Rice Museum, Georgetown, S.C. / www.ricemuseum.org",1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1
South Carolina Digital Library,"The South Carolina Maritime Museum,Georgetown, (S.C.) scmaritimemuseum.org",1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.16666666666666666,1.0,1.0,6
The Portal to Texas History,Abilene Library Consortium,1.0,1.0,1.0,0.43105085633821266,0.7700167010511838,0.041588892163604806,1.0,1.0,0.9990830795428497,0.0,1.0,1.0,0.9990830795428497,0.0,1.0,0.0,0.0,1.0,1.0,61074
The Portal to Texas History,Delta County Public Library,1.0,1.0,1.0,0.29884769539078154,0.998997995991984,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,7984
The Portal to Texas History,Schulenburg Historical Museum,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,4
The Portal to Texas History,"Tarrant County College NE, Heritage Room",1.0,1.0,0.9995941558441559,0.3587662337662338,8.116883116883117E-4,0.24675324675324675,1.0,1.0,0.0625,0.0,0.9987824675324676,1.0,0.1578733766233766,0.0,1.0,0.0,0.0012175324675324675,1.0,1.0,2464
The Portal to Texas History,Westbank Community Library District,1.0,1.0,1.0,0.6666666666666666,1.0,0.7777777777777778,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,9
Big Sky Country Digital Network,"Montana Tech Library, Montana Tech of The University of Montana",1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,31
Biodiversity Heritage Library,Amphibian and Reptile Conservation,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,13
Digital Commonwealth,"University of Massachusetts Boston, Joseph P. Healey Library",1.0,1.0,1.0,0.9666666666666667,0.0,0.7148148148148148,1.0,1.0,0.9962962962962963,0.0,0.7148148148148148,0.7148148148148148,0.7728395061728395,1.0,1.0,0.0,1.0,1.0,1.0,810
Digital Commonwealth,Wisconsin Public Radio,1.0,1.0,0.5685131195335277,0.0058309037900874635,0.0,0.0058309037900874635,1.0,0.0,0.0,0.0,0.0,0.9883381924198251,0.8454810495626822,1.0,1.0,0.0,1.0,1.0,1.0,343
Digital Library of Georgia,Auburn University. Library. Special Collections and Archives,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.972972972972973,0.0,1.0,1.0,1.0,111
Digital Maryland,The Baltimore Museum of Art,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,5
Digital Maryland,"Worcester County Library, Berlin Branch",1.0,1.0,1.0,0.990990990990991,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,111
Empire State Digital Network,The Erie Canal Museum,1.0,1.0,0.9868421052631579,0.9447368421052632,0.007894736842105263,0.0,1.0,1.0,0.8157894736842105,0.0,0.9368421052631579,0.9657894736842105,0.9842105263157894,0.9473684210526315,0.968421052631579,0.0,0.0,1.0,1.0,380
HathiTrust,New York Public Library,1.0,0.0,0.508287670806874,0.8975625229349239,0.9989861986179959,0.2680229629122844,1.0,1.0,0.9994340127253842,0.07440555787064392,0.31184032939215456,0.7738165579266206,0.9812353449723537,0.9986130201951723,1.0,0.0,0.06218396452317127,1.0,0.8111592787705015,160781
Illinois Digital Heritage Hub,Gail Borden Public Library District; Kane County Genealogical Society,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1
Indiana Memory,Grace College & Theological Seminary,1.0,1.0,0.9839601769911505,0.5326327433628318,0.0038716814159292035,0.0,1.0,0.0,1.0,0.0,0.8689159292035398,0.9905973451327433,0.4225663716814159,0.0,0.6089601769911505,0.0,0.0,1.0,1.0,1808
Indiana Memory,"Horwitz, Bernie",1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,4
Minnesota Digital Library,Murray County Historical Society,1.0,1.0,1.0,0.14136125654450263,0.0,0.10471204188481675,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,191
Minnesota Digital Library,Rockford Area Historical Society,1.0,1.0,1.0,0.8974358974358975,0.0,0.02564102564102564,1.0,0.0,0.7948717948717948,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,39
Minnesota Digital Library,University of South Dakota,1.0,1.0,0.5366088631984586,0.7013487475915221,0.0,0.15414258188824662,1.0,0.0,0.0,0.0,0.0,1.0,0.9980732177263969,0.0,0.9995183044315993,0.0,1.0,1.0,1.0,2076
Missouri Hub,Ruskin Heights Homes Association through Missouri Digital Heritage,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1
North Carolina Digital Heritage Center,Alexander County Library,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1
South Carolina Digital Library,U of South Carolina P,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
The Portal to Texas History,St. Philips College,1.0,1.0,1.0,0.011535688536409516,0.6041816870944484,0.03604902667627974,1.0,1.0,0.6092285508291276,0.0,1.0,1.0,0.8255227108868061,0.0,1.0,0.0,0.0,1.0,1.0,1387
The Portal to Texas History,Van Zandt County Library,1.0,1.0,1.0,0.8300970873786407,0.6035598705501618,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1236
The Portal to Texas History,Victoria College/University of Houston-Victoria Library,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8225806451612904,0.0,1.0,0.0,0.0,1.0,1.0,248
Biodiversity Heritage Library,Brock University (archive.org),1.0,0.0,0.9411764705882353,0.9803921568627451,1.0,0.9607843137254902,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.9411764705882353,1.0,1.0,51
Biodiversity Heritage Library,Royal College of Surgeons of England (archive.org),1.0,0.0,0.0,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,6
California Digital Library,"San Mateo County Library, Brisbane Library",1.0,1.0,1.0,1.0,1.0,0.9942196531791907,1.0,1.0,0.9884393063583815,0.0,0.9942196531791907,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,173
California Digital Library,University of San Francisco,1.0,1.0,0.6692913385826772,0.9716535433070866,0.10393700787401575,0.05984251968503937,1.0,1.0,0.8283464566929134,0.0,0.12440944881889764,0.09921259842519685,0.9637795275590552,0.0,0.8645669291338582,0.0,0.8755905511811024,1.0,1.0,635
Digital Commonwealth,Blackstone Historical Commission,1.0,1.0,1.0,0.07692307692307693,0.0,0.0,0.9230769230769231,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,13
Digital Library of Tennessee,"Library of Congress Prints and Photographs Division Washington, D.C. 20540 USA",1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
Digital Library of Tennessee,Personal collection,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1
Indiana Memory,DHPA Bridge Survey,1.0,1.0,1.0,0.3702127659574468,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,235
Minnesota Digital Library,Carleton College,1.0,1.0,0.8174893804013476,0.986817049948733,0.0,0.8847224256628095,0.9931155705287827,0.0,0.04584737073385089,0.0,0.0,0.955324447048484,0.9211952541379815,0.0,0.9088911674234657,0.0,0.038816464039841805,1.0,1.0,6827
PA Digital,Slippery Rock University,1.0,1.0,1.0,0.2710843373493976,0.0783132530120482,0.006024096385542169,1.0,1.0,0.10240963855421686,0.0,0.7349397590361446,1.0,0.9337349397590361,0.0,0.927710843373494,0.0,0.891566265060241,1.0,1.0,166
Recollection Wisconsin,Langlade County Historical Society,1.0,0.9147627416520211,1.0,0.7390158172231986,0.0,0.1274165202108963,1.0,0.0,0.0,0.0,0.9543057996485061,1.0,0.7803163444639719,0.0,0.0,0.0,0.0,1.0,1.0,1138
The New York Public Library,New York Public Library Archives. The New York Public Library,1.0,1.0,0.04938271604938271,0.08641975308641975,0.0,0.012345679012345678,1.0,0.0,0.012345679012345678,0.0,0.012345679012345678,1.0,0.7777777777777778,0.08641975308641975,0.7654320987654321,1.0,1.0,1.0,1.0,81
The Portal to Texas History,Longview Public Library,1.0,1.0,1.0,0.24761904761904763,0.01904761904761905,0.819047619047619,1.0,1.0,0.1380952380952381,0.0,1.0,1.0,0.9380952380952381,0.0,1.0,0.0,0.0,1.0,1.0,210
The Portal to Texas History,Texas Lutheran University,1.0,1.0,1.0,0.6730128510233222,0.3269871489766778,0.0,1.0,1.0,0.3412660637791528,0.0,1.0,1.0,0.9524036173250833,0.0,1.0,0.0,0.0,1.0,1.0,2101
Biodiversity Heritage Library,ASC - York University Libraries (archive.org),1.0,0.13,0.5,0.53,1.0,0.29,1.0,1.0,1.0,0.01,0.67,1.0,1.0,0.0,1.0,0.0,0.38,1.0,1.0,100
Biodiversity Heritage Library,Brown University Library (archive.org),1.0,0.0,0.5,1.0,0.95,0.3,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,20
Biodiversity Heritage Library,Raptor Research Foundation,1.0,0.0,1.0,0.12244897959183673,1.0,0.8775510204081632,1.0,1.0,1.0,0.0,0.0,0.9948979591836735,1.0,0.0,1.0,0.0,0.7551020408163265,1.0,1.0,196
California Digital Library,"UC San Diego, Library, Digital Library Development Program",1.0,1.0,1.0,0.518967484312607,0.0,0.008414147176269253,0.9997147746719909,0.0,0.8225898459783229,0.0,0.7846548773531089,0.9102966343411295,0.9994295493439818,0.0,0.2572732458642327,0.0,0.0,1.0,0.9998573873359954,7012
Digital Commonwealth,Buckland Historical Society,1.0,1.0,1.0,0.4418604651162791,0.0,0.11627906976744186,1.0,1.0,1.0,0.0,0.9534883720930233,1.0,1.0,0.3953488372093023,1.0,0.0,1.0,1.0,1.0,43
Digital Library of Georgia,"Thomas County Historical Society (Thomas County, Ga.)",1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,91
Digital Library of Tennessee,Bristol Historical Association,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.47619047619047616,0.0,0.0,1.0,0.0,1.0,1.0,21
Digital Library of Tennessee,Oaklands Historic House Museum,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1
Digital Library of Tennessee,Stewart County Public Library,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.9333333333333333,1.0,0.23333333333333334,0.0,0.0,1.0,0.0,1.0,1.0,30
Digital Library of Tennessee,"University of Tennessee, Knoxville Libraries",1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,93
Digital Maryland,Prince George's County Historical Society,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,169
Empire State Digital Network,Bryant Library,1.0,1.0,1.0,0.06006006006006006,0.5375375375375375,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,333
Empire State Digital Network,New York Philharmonic Leon Levy Digital Archives,0.8107542220790576,1.0,0.9693295292439372,1.0,0.0,0.0,1.0,0.0,0.0,0.3229027656343472,0.3226956881873821,1.0,0.5121485435552897,0.0,1.0,0.0,1.0,1.0,1.0,43462
Michigan Service Hub,"Grand Rapids Public Library (Grand Rapids, Mich.)",1.0,1.0,0.9765651727677044,0.7965446459117346,0.020321587410195005,0.0,0.027232295586725967,0.0,0.003250085528566541,0.0,0.0,0.21402668491276086,0.976530961341088,6.842285323297981E-5,0.23120082107423878,0.0,0.0,1.0,1.0,29230
Minnesota Digital Library,College of Saint Benedict & Saint John's University,1.0,1.0,0.8287666552784421,0.2595831909805261,0.0,0.020020498804236418,0.8413392552101128,0.0,0.8000341646737273,0.0,0.0,0.0692517936453707,0.8571574991458831,0.0,0.01093269559275709,0.0,0.007892039631021523,1.0,1.0,29270
Minnesota Digital Library,"Minnesota Historical Society, 345 Kellogg Boulevard West, St. Paul, MN 55102-1906",1.0,1.0,1.0,0.2857142857142857,0.0,0.2857142857142857,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,7
Missouri Hub,National Weather Service through Missouri Digital Heritage,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,8
Ohio Digital Network,Kenyon College,1.0,1.0,0.6345450634545063,0.6403527640352764,0.06539040653904066,0.0,1.0,0.21466982146698216,0.0,0.0,0.201333620133362,0.9722520972252098,0.810281781028178,0.0,0.7246719724671973,1.0,0.029253602925360292,1.0,0.9657990965799097,4649
PA Digital,Bloomsburg University,1.0,1.0,1.0,0.28493150684931506,0.2273972602739726,0.4136986301369863,1.0,1.0,0.0027397260273972603,0.0,0.9095890410958904,1.0,1.0,0.0,0.9095890410958904,0.0,0.0,1.0,1.0,365
PA Digital,Friends Historical Library of Swarthmore College,1.0,1.0,1.0,0.565947242206235,0.0,0.0,0.0,1.0,0.0,0.0,0.4616306954436451,0.6558752997601919,0.8908872901678657,0.0,1.0,0.0,0.0,1.0,1.0,834
South Carolina Digital Library,Belle W. Baruch Foundation,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,3
Biodiversity Heritage Library,Canadian Museum of Nature Library / Bibliothèque du Musée canadien de la nature,1.0,0.020202020202020204,0.8888888888888888,0.13131313131313133,0.98989898989899,0.9393939393939394,1.0,1.0,0.5555555555555556,0.0,0.1111111111111111,0.26262626262626265,1.0,0.0,1.0,0.0,0.8585858585858586,1.0,1.0,99
Biodiversity Heritage Library,Naturbruksskolornas Förening (archive.org),1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2
Biodiversity Heritage Library,"Univ. of Mass Medical School, Lamar Soutter Library (archive.org)",1.0,0.0,0.34615384615384615,0.8846153846153846,0.9230769230769231,0.5,1.0,1.0,1.0,0.11538461538461539,0.038461538461538464,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,26
Digital Library of Tennessee,Smith County Heritage Museum,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.42857142857142855,1.0,0.5714285714285714,0.0,0.0,1.0,0.0,1.0,1.0,7
Indiana Memory,Still Image; Photographs,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1
Missouri Hub,"Scott Olson, photographer for Getty Images through Missouri Digital Heritage",1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1
National Archives and Records Administration,National Archives at College Park - Motion PicturesNational Archives at College Park - Motion PicturesNational Archives at College Park - Motion PicturesNational Archives at College Park - Motion PicturesNational Archives at College Park - Motion PicturesNational Archives at College Park - Motion PicturesNational Archives at College Park - Motion PicturesNational Archives at College Park - Motion Pictures,1.0,1.0,1.0,1.0,0.0,0.16666666666666666,1.0,1.0,0.0,0.0,0.5,0.3333333333333333,1.0,0.0,1.0,0.0,1.0,1.0,0.0,6
North Carolina Digital Heritage Center,South Piedmont Community College,1.0,1.0,1.0,0.9948717948717949,0.22564102564102564,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9897435897435898,0.0,1.0,0.16923076923076924,0.0,1.0,1.0,195
Recollection Wisconsin,Mineral Point Historical Society,1.0,1.0,0.9722991689750693,0.0,0.0,0.0,0.9944598337950139,0.0,0.0,0.0,1.0,1.0,0.9944598337950139,0.0,0.09418282548476455,0.0,0.0,1.0,1.0,361
The Portal to Texas History,Private Collection of Joe E. Haynes,1.0,1.0,1.0,0.0975609756097561,0.35501355013550134,0.0,1.0,1.0,0.983739837398374,0.0,0.6016260162601627,1.0,0.21680216802168023,0.0,1.0,0.0,0.0,1.0,1.0,369
The Portal to Texas History,Texas Coastal Bend Collection,1.0,1.0,1.0,0.36666666666666664,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9666666666666667,0.0,1.0,0.0,0.0,1.0,1.0,30
Big Sky Country Digital Network,"North Lake County Public Library, Polson, Montana",1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,103
Big Sky Country Digital Network,Rosebud County Library,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.012048192771084338,1.0,0.963855421686747,0.0,0.0,1.0,0.0,1.0,1.0,83
California Digital Library,"California State University, Stanislaus. Library",1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.9769230769230769,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,260
Digital Commonwealth,British Library,1.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,10
Digital Commonwealth,KUSP,1.0,1.0,1.0,0.8888888888888888,0.0,0.5555555555555556,1.0,0.0,0.0,0.0,0.0,1.0,0.7777777777777778,0.2222222222222222,1.0,0.0,1.0,1.0,1.0,9
Digital Library of Tennessee,East Tennessee Historical Society,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6
Digital Maine,Libby Memorial Library,1.0,0.0,0.5581395348837209,1.0,0.5465116279069767,0.0,1.0,0.0,1.0,0.0,0.6046511627906976,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,86
Illinois Digital Heritage Hub,Blessing Health Professions Library,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.9583333333333334,1.0,1.0,0.9583333333333334,0.0,0.9583333333333334,0.0,0.0,1.0,1.0,24
Illinois Digital Heritage Hub,"Evanston Public Library, Evanston Historical Society and Shorefront- www.shorefrontlegacy.org",1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
Minnesota Digital Library,New Brighton Area Historical Society,1.0,1.0,1.0,0.11016949152542373,0.0,0.09322033898305085,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,118
Missouri Hub,ValerieMoselyblogspot.com through Missouri Digital Heritage,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1
National Archives and Records Administration,National Archives at College Park - Still PicturesNational Archives at College Park - Still Pictures,1.0,1.0,0.8662707042769611,1.0,0.0,0.023607494359912336,0.999999233423355,1.0,0.0,0.0,0.03794554392829135,0.024350307128932824,0.9633921323172615,1.533153290031974E-6,1.0,0.0,1.0,1.0,0.9756565920608723,1304501
North Carolina Digital Heritage Center,Fort Bragg Cultural Resources Management Program,1.0,1.0,1.0,0.75,0.0,1.0,1.0,1.0,0.75,0.0,1.0,0.5,1.0,0.0,1.0,0.0,0.0,1.0,1.0,4
Recollection Wisconsin,Muehl Public Library,1.0,1.0,1.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2
Recollection Wisconsin,Oshkosh Public Library,1.0,0.0,0.9299207800121877,0.001218769043266301,0.050578915295551495,0.0,1.0,0.0,0.14564290067032298,0.0,0.0,0.9250457038391224,0.40219378427787933,0.0,0.0,0.0,0.0,1.0,1.0,1641
Recollection Wisconsin,UW-Madison School of Library and Information Studies,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,287
The Portal to Texas History,Private Collection of Jim McDermott,1.0,1.0,1.0,0.6869565217391305,0.0,0.30434782608695654,1.0,1.0,1.0,0.0,0.7478260869565218,1.0,0.6956521739130435,0.0,1.0,0.0,0.6173913043478261,1.0,1.0,230
