provider,dataProvider,title,collection,description,creator,publisher,contributor,type,identifier,language,temporal,spatial,subject,date,extent,format,standardizedRights,relation,isShownAt,preview,count
Big Sky Country Digital Network,Montana State Historic Preservation Office,1.0,1.0,1.0,0.22772277227722773,0.7920792079207921,0.0,1.0,0.0,0.0,0.0,0.23267326732673269,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,202
Biodiversity Heritage Library,Universal Digital Library (archive.org),1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1
California Digital Library,Arcadia Public Library,1.0,1.0,1.0,1.0,1.0,0.25125628140703515,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,199
California Digital Library,Petaluma Historic Library and Museum,1.0,1.0,1.0,1.0,0.0,0.4883720930232558,1.0,1.0,0.7441860465116279,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.37209302325581395,43
California Digital Library,"UC Riverside, California Museum of Photography",1.0,1.0,0.9999741615420392,1.0,0.9993798770089402,1.0,1.0,1.0,1.0,2.58384579608289E-5,0.9942380238747351,0.9990439770554493,0.9984238540643894,0.0,1.0,0.0,0.0,1.0,1.0,38702
Digital Commonwealth,Williams College,1.0,1.0,0.8955555555555555,0.6933333333333334,0.0,0.13444444444444445,1.0,1.0,0.4361111111111111,0.0,0.44555555555555554,0.92,0.7616666666666667,0.0,0.9433333333333334,0.0,1.0,1.0,1.0,1800
Digital Library of Tennessee,Country Music Hall of Fame ® and Museum,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.6666666666666666,0.0,1.0,0.0,0.0,1.0,1.0,3
Empire State Digital Network,Waterville Public Library,1.0,1.0,1.0,1.0,0.8,0.2,1.0,1.0,1.0,0.0,1.0,1.0,0.8,0.0,1.0,0.8,0.6,1.0,1.0,5
Illinois Digital Heritage Hub,Highland Park Public Library,1.0,1.0,1.0,0.6578947368421053,0.0,0.011278195488721804,0.8909774436090225,0.0,0.6541353383458647,0.6691729323308271,0.7706766917293233,0.9962406015037594,0.9022556390977443,0.0,0.0,0.0,0.0,1.0,1.0,266
Indiana Memory,Hamilton County Surveyor's Office,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.0,0.0,1.0,1.0,3
Minnesota Digital Library,Augsburg College,1.0,1.0,0.23723723723723725,0.9567567567567568,0.0,0.07927927927927927,1.0,0.0,0.9927927927927928,0.0,0.0,0.9687687687687687,1.0,0.0,0.02882882882882883,0.0,0.9207207207207208,1.0,1.0,1665
Missouri Hub,United States Department of Health and Human Services through Missouri Digital Heritage,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1
North Carolina Digital Heritage Center,Digital Innovation Lab,1.0,1.0,1.0,0.0182648401826484,0.0015220700152207,1.0,1.0,1.0,0.0654490106544901,0.0,0.9969558599695586,1.0,0.5859969558599696,0.0,1.0,0.0,0.0,1.0,1.0,657
North Carolina Digital Heritage Center,Old Salem Museums & Gardens,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,31
North Carolina Digital Heritage Center,Reynolda House Museum of American Art,1.0,1.0,1.0,0.6491228070175439,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,57
North Carolina Digital Heritage Center,Surry Community College,1.0,1.0,1.0,0.58,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,50
PA Digital,Jefferson - East Falls,1.0,1.0,0.9845577912962097,0.2863827795975667,0.5367337388862892,0.0,0.9995320542817033,1.0,0.9934487599438465,0.0,0.5685540477304633,0.9948525970987365,0.3781001403837155,0.0,0.0,0.0,0.0,1.0,1.0,2137
PA Digital,Pennsylvania Highlands Community College,1.0,1.0,0.7550689375506894,0.8718572587185726,0.07218167072181671,0.15774533657745338,0.6228710462287105,1.0,0.9870235198702352,0.0,0.9894566098945661,0.9995944849959448,0.9578264395782644,0.0,0.02068126520681265,0.9951338199513382,0.08921330089213302,1.0,1.0,2466
The Portal to Texas History,Cross Plains Public Library,1.0,1.0,1.0,0.9900990099009901,0.0,0.2376237623762376,1.0,1.0,0.7663366336633664,0.0,1.0,1.0,0.9821782178217822,0.0,1.0,0.0,0.0,1.0,1.0,505
The Portal to Texas History,Gibbs Memorial Library,1.0,1.0,1.0,0.5712016940179989,0.9115934356802541,0.30174695606140817,1.0,1.0,0.9994706193753309,0.0,1.0,1.0,0.9994706193753309,0.0,1.0,0.0,0.0,1.0,1.0,1889
The Portal to Texas History,Private Collection of Howard and Brenda McClurkin,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,8
The Portal to Texas History,Wiley College,1.0,1.0,1.0,1.0,0.8571428571428571,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,7
Big Sky Country Digital Network,State Law Library of Montana,1.0,1.0,1.0,1.0,0.23809523809523808,0.0,0.9920634920634921,0.0,0.0,0.0,0.0,1.0,0.8571428571428571,0.0,0.7619047619047619,1.0,0.0,1.0,1.0,252
Biodiversity Heritage Library,Andrew Pollock,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,20
Biodiversity Heritage Library,Archives of Ontario (archive.org),1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1
California Digital Library,Black Gold Cooperative Library System,1.0,1.0,0.9888475836431226,0.9990706319702602,0.2760223048327137,0.5594795539033457,0.9990706319702602,1.0,1.0,0.0,0.6096654275092936,0.8698884758364313,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1076
California Digital Library,Santa Clara University,1.0,1.0,0.9789303079416531,0.857521732724326,0.9998526594960955,0.023869161632532783,0.9982319139531457,1.0,0.7237365551790187,0.0,0.2327979961691469,0.9790776484455577,0.880359510829527,0.14218358626786504,0.5855311625165758,0.0,0.8489759834978635,1.0,1.0,6787
California Digital Library,"UC Irvine, Libraries, Southeast Asian Archive",1.0,1.0,0.4391634980988593,0.9363117870722434,0.7927756653992395,0.9429657794676806,1.0,0.9942965779467681,0.6311787072243346,0.18250950570342206,0.7195817490494296,0.9363117870722434,0.8688212927756654,0.058935361216730035,0.9942965779467681,0.0,0.0,1.0,0.8745247148288974,1052
Digital Commonwealth,Project SAVE Armenian Photograph Archives,1.0,1.0,1.0,0.13963963963963963,0.0,0.0,1.0,1.0,0.0,0.0,0.9414414414414415,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,222
Digital Library of Tennessee,Chattanooga Hamilton County Bicentennial Library,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.6666666666666666,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,1.0,3
Empire State Digital Network,Bellmore Memorial Library,1.0,1.0,1.0,0.025974025974025976,0.2987012987012987,0.0,1.0,1.0,0.0,0.0,0.948051948051948,0.948051948051948,0.961038961038961,0.0,1.0,0.0,0.0,1.0,1.0,77
Illinois Digital Heritage Hub,"Columbia College Chicago, Library",1.0,1.0,0.0,1.0,0.0,0.0,0.9666666666666667,0.0,0.016666666666666666,0.0,0.0,1.0,1.0,0.0,0.11666666666666667,0.0,0.0,1.0,1.0,60
Indiana Memory,Indiana State Library (http://www.statelib.lib.in.us/) 317-232-3675,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4
Indiana Memory,Offices of International Violin Competition of Indianapolis.,1.0,1.0,0.8439125910509886,0.0,0.6753381893860562,0.0,1.0,0.0,0.23309053069719043,0.9927159209157128,0.16649323621227888,0.9073881373569199,0.9614984391259105,0.0,1.0,0.0,0.0,1.0,1.0,961
Minnesota Digital Library,"Center for Hmong Studies, Concordia University - St. Paul",1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,10
Minnesota Digital Library,East Polk Heritage Center,1.0,1.0,1.0,0.2376237623762376,0.0,0.12871287128712872,1.0,0.0,0.039603960396039604,0.0,0.0,1.0,0.9900990099009901,0.0,1.0,0.0,1.0,1.0,1.0,101
Missouri Hub,Little River Drainage District through Missouri Digital Heritage,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.014492753623188406,0.0,1.0,0.0,1.0,1.0,1.0,69
Mountain West Digital Library,Idaho Commission for Libraries,1.0,1.0,0.9987691426935738,0.9996565049377415,0.0,0.0,0.9999141262344354,1.0,0.9995706311721769,0.0,0.0,0.9972234149134106,0.940575354229283,0.0,0.0,0.0,0.0,1.0,1.0,34935
Mountain West Digital Library,Tremonton City (UT) Library,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,12
Big Sky Country Digital Network,Big Horn County Library and Big Horn County Genealogical Society,1.0,1.0,1.0,0.7740185126077243,0.023300351101180977,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.994254707947654,0.0,0.0,0.9387168847749761,0.0,1.0,1.0,3133
Biodiversity Heritage Library,Mantis Study Group,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,25
Biodiversity Heritage Library,Pacific Coast Entomological Society,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,43
Biodiversity Heritage Library,Tisch Library (archive.org),1.0,0.1111111111111111,0.5185185185185185,0.9629629629629629,1.0,0.37037037037037035,1.0,1.0,1.0,0.2222222222222222,0.7037037037037037,1.0,1.0,0.0,1.0,0.0,0.1111111111111111,1.0,1.0,27
Biodiversity Heritage Library,University of Toronto - Victoria University (Emmanuel College Library),1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2
Biodiversity Heritage Library,Williams College Libraries (archive.org),1.0,0.0,0.7142857142857143,1.0,1.0,0.7142857142857143,1.0,1.0,1.0,0.0,0.2857142857142857,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,7
Digital Library of Georgia,University of Kentucky. Libraries,1.0,1.0,1.0,0.9821428571428571,0.0,0.0,1.0,0.0,0.4642857142857143,0.0,1.0,1.0,0.8571428571428571,0.0,0.0,0.0,1.0,1.0,1.0,56
Digital Library of Tennessee,LeMoyne-Owen College,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.16666666666666666,0.0,1.0,1.0,0.5,0.0,1.0,0.0,0.0,1.0,1.0,6
Digital Library of Tennessee,National Archives at Atlanta,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1
Digital Maryland,"Goucher College Library, 1021 Dulaney Valley Road Baltimore, MD 21204 http://www.goucher.edu/the-library",1.0,1.0,0.7611940298507462,0.2537313432835821,0.0,0.0,1.0,0.0,0.0,0.8208955223880597,0.0,0.4626865671641791,0.9850746268656716,0.0,1.0,1.0,0.0,1.0,1.0,67
Empire State Digital Network,Oswego Public Library,1.0,1.0,0.0,0.31932773109243695,0.31092436974789917,0.0,0.7058823529411765,0.9915966386554622,0.453781512605042,0.0,0.0,0.9411764705882353,0.8739495798319328,0.0,0.6890756302521008,0.31092436974789917,1.0,1.0,1.0,119
Michigan Service Hub,Wayne State University. Libraries,1.0,1.0,0.9940781776069152,0.9338093077676163,0.0,1.9102652880918837E-4,0.9983762745051219,0.0,0.01580744525896034,0.00592182239308484,0.2167195969340242,0.38107404665822964,0.75197593065737,0.0321163351560448,0.9887771914324602,0.0,0.0,1.0,1.0,41879
Minnesota Digital Library,South Dakota State University Archives and Special Collections,1.0,1.0,1.0,0.6666666666666666,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,1.0,0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,1.0,1.0,3
Minnesota Digital Library,Unity Church Unitarian,1.0,1.0,1.0,0.8275862068965517,0.0,0.1206896551724138,1.0,0.0,0.896551724137931,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,58
Missouri Hub,Missouri Humane Society through Missouri Digital Heritage,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1
Missouri Hub,"St. Louis Post-Dispatch, newspaper through Missouri Digital Heritage",1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,4
North Carolina Digital Heritage Center,North Carolina Department of Natural and Cultural Resources,1.0,1.0,1.0,0.9066533957607581,0.8670031789236348,0.09896304120413159,0.9840952255207646,1.0,0.7828683438112553,0.0,0.8663023938412163,0.9843897583814911,0.958714617970567,0.0,0.9630208915205005,0.0,0.0,1.0,1.0,98461
North Carolina Digital Heritage Center,Union County Public Library,1.0,1.0,1.0,1.0,0.15384615384615385,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,13
PA Digital,Pennsylvania Horticultural Society,1.0,1.0,1.0,0.35526315789473684,0.0,0.5,0.9868421052631579,1.0,0.0,0.0,0.9473684210526315,1.0,0.9868421052631579,0.0,0.9868421052631579,0.0,0.0,1.0,1.0,76
PA Digital,Presbyterian Historical Society,1.0,1.0,0.6590707309854986,0.07724178751109796,0.005327019828351583,0.437999408108908,0.9792838117786328,1.0,0.06540396567031666,0.0,0.8319029298609056,0.8446285883397455,0.8061556673572062,0.0,0.9964486534477656,0.0,0.9783959751405741,1.0,1.0,3379
South Carolina Digital Library,South Carolina State Museum,1.0,1.0,0.7048951048951049,0.31888111888111886,0.0,0.38181818181818183,1.0,0.0,1.0,0.0,0.9370629370629371,0.8881118881118881,0.47692307692307695,0.0,1.0,0.0,0.9986013986013986,1.0,1.0,715
The New York Public Library,Henry W. and Albert A. Berg Collection of English and American Literature. The New York Public Library,0.9999581904841542,1.0,0.09081026841709174,0.9541767706329961,0.0032820469938958105,0.10237059954845723,0.9617233882431642,0.020026758090141317,0.9724684338155364,0.09595283886612593,0.14691863868216407,0.4558282465089054,0.9718412910778493,0.8911698302533657,0.9274813947654487,0.9617024834852412,1.0,1.0,1.0,47836
The Portal to Texas History,Howard Payne University Library,1.0,1.0,1.0,0.14434523809523808,0.40454931972789115,0.24284297052154194,1.0,1.0,1.0,0.0,1.0,1.0,0.9783871882086168,0.0,1.0,0.0,0.0,1.0,1.0,14112
The Portal to Texas History,Orange County Historical Society,1.0,1.0,1.0,1.0,1.0,0.19463087248322147,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,149
The Portal to Texas History,Sulphur Springs Public Library,1.0,1.0,1.0,0.06976744186046512,0.0,0.0,1.0,1.0,0.627906976744186,0.0,0.8604651162790697,1.0,0.9534883720930233,0.0,1.0,0.0,0.0,1.0,1.0,43
The Portal to Texas History,Taft Public Library,1.0,1.0,1.0,0.7810858143607706,0.938353765323993,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,5710
The Portal to Texas History,Texas State Preservation Board,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,13
Big Sky Country Digital Network,Garfield County Free Library,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,71
Biodiversity Heritage Library,"Singapore Botanic Gardens, National Parks Board Singapore",1.0,0.0,0.24691358024691357,0.6790123456790124,0.5679012345679012,0.1728395061728395,1.0,1.0,0.9876543209876543,0.0,0.8765432098765432,1.0,0.5432098765432098,0.0,1.0,0.0,0.24691358024691357,1.0,1.0,81
Biodiversity Heritage Library,University of Alberta Libraries (archive.org),1.0,0.3896576839038602,0.30881281864530225,0.461034231609614,0.9388201019664967,0.9482884195193008,1.0,1.0,0.9985433357611071,0.003641660597232338,0.8252002913328478,0.9978150036416606,0.9337217771303714,0.0,1.0,0.0,0.5863073561544064,1.0,1.0,1373
Biodiversity Heritage Library,Zoologisches Forschungsmuseum Alexander Koenig,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,5
California Digital Library,"UCLA, Grunwald Center for the Graphic Arts",1.0,1.0,0.9959349593495935,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9959349593495935,0.9552845528455285,0.0,1.0,0.0,0.0,1.0,1.0,246
California Digital Library,"University of Southern California, Special Collections",1.0,1.0,1.0,1.0,0.0,0.45614035087719296,1.0,1.0,0.6842105263157895,0.8771929824561403,0.9122807017543859,0.9649122807017544,1.0,0.0,1.0,0.0,1.0,1.0,0.3333333333333333,57
Digital Commonwealth,East Bridgewater Public Library,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.0,1.0,0.6666666666666666,0.0,0.3333333333333333,1.0,1.0,0.6666666666666666,0.0,1.0,0.0,1.0,1.0,0.3333333333333333,3
Digital Commonwealth,Melrose Public Library,1.0,1.0,1.0,0.5460526315789473,0.0,0.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,152
Digital Library of Georgia,Carol M. Newman Library (Virginia Polytechnic Institute and State University). Special Collections,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0038314176245210726,0.0,0.007662835249042145,1.0,0.007662835249042145,0.0,1.0,0.0,1.0,1.0,1.0,261
Digital Library of Georgia,James Pendergrast Memorial Library,1.0,1.0,0.7303754266211604,0.7406143344709898,0.0,0.0,1.0,0.0,0.5324232081911263,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,293
Digital Library of Tennessee,"Digital Initiatives, James E. Walker Library, Middle Tennessee State University",1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,1.0,1.0,0.0,1.0,1.0,2
Digital Library of Tennessee,"Fisk University Galleries, Nashville, Tennessee",1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2
Digital Library of Tennessee,Monroe County Archives,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.0,0.0,1.0,0.0,1.0,1.0,10
Digital Library of Tennessee,"Woodlawn Plantation, National Trust for Historic Preservation",1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,1.0,2
Empire State Digital Network,East Meadow Public Library,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2
Empire State Digital Network,South Central Regional Library Council,1.0,1.0,0.9884526558891455,0.03233256351039261,1.0,0.016166281755196306,1.0,1.0,0.21247113163972287,0.0,0.8983833718244804,1.0,0.9976905311778291,0.0,0.8267898383371824,0.11316397228637413,0.0,1.0,1.0,433
HathiTrust,Columbia University,1.0,0.0,0.5576046112874393,0.9033964466819889,0.9888913210025172,0.22438072306738172,1.0,1.0,0.9997263872168107,0.05764109299186458,0.24196490460034292,0.6835576958155485,0.9991791616504323,0.9982123964831637,1.0,0.0,0.03489475028273321,1.0,0.6645507278100032,54822
HathiTrust,University of North Carolina,1.0,0.0,0.8081063964534515,0.9150094996833439,0.997846738442052,0.4851171627612413,1.0,1.0,0.9994933502216593,0.11576947435085497,0.22191260291323622,0.4338188727042432,0.9963267891070298,0.9982267257758075,1.0,0.0,0.023812539582013934,1.0,0.035718809373020896,7895
Illinois Digital Heritage Hub,Eastern Illinois University,1.0,1.0,0.9407149084568439,0.0,0.0,0.7354838709677419,1.0,0.0,1.0,0.06399302528334787,0.9360069747166522,0.9972101133391456,0.4718395815170009,0.0,0.0,1.0,0.0,1.0,1.0,5735
National Archives and Records Administration,National Archives at Riverside,1.0,1.0,0.12220447284345048,0.7843450479233227,0.0,0.0,1.0,1.0,7.987220447284345E-4,0.0,0.003194888178913738,0.051118210862619806,0.9760383386581469,0.006389776357827476,1.0,0.0,1.0,1.0,0.24680511182108625,1252
North Carolina Digital Heritage Center,Duke University,1.0,1.0,1.0,1.0,0.375,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,136
North Carolina Digital Heritage Center,Louisburg College,1.0,1.0,1.0,0.7740384615384616,0.0,1.0,1.0,1.0,0.7836538461538461,0.0,1.0,1.0,1.0,0.0,1.0,0.7836538461538461,0.0,1.0,1.0,208
North Carolina Digital Heritage Center,"Methodist University (Fayetteville, N.C.)",1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,58
PA Digital,James V. Brown Public Library,1.0,1.0,0.09946104850563449,0.044585987261146494,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9995100440960314,0.45957863792258696,0.0,1.0,0.0,0.0,1.0,1.0,2041
The New York Public Library,General Research Division. The New York Public Library,0.9999462619835776,1.0,0.26701345599931214,0.2852951291861915,0.4225635183354112,0.45409698637203905,1.0,0.11867503546709084,0.30413567774386313,0.09091397618331112,0.7049782898413653,0.9275611538626887,0.9907678087786423,0.2624887150165513,0.8421284553544559,0.9999892523967155,1.0,1.0,1.0,93044
The Portal to Texas History,Cowtown Coliseum,1.0,1.0,1.0,0.008403361344537815,0.0,0.0,1.0,1.0,0.865546218487395,0.0,0.865546218487395,1.0,0.9495798319327731,0.0,1.0,0.0,0.0,1.0,1.0,119
The Portal to Texas History,Dallas Museum of Art,1.0,1.0,1.0,0.9996485473289597,0.14069821930646673,0.26347235238987815,1.0,1.0,0.18193533270852857,0.0,1.0,1.0,0.9990627928772259,0.0,1.0,0.0,0.8914011246485474,1.0,1.0,8536
ARTstor,Bennington College,0.41605839416058393,1.0,0.23357664233576642,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14233576642335766,0.6642335766423357,0.0,0.9744525547445255,0.0,0.0,1.0,1.0,274
Big Sky Country Digital Network,Missoula County Public Schools,1.0,1.0,1.0,1.0,0.6545454545454545,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,55
Biodiversity Heritage Library,National Museums of Kenya,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,10
Biodiversity Heritage Library,University of Toronto - St. Michael’s College (John M. Kelly Library),1.0,0.25,0.2196969696969697,0.9772727272727273,0.9924242424242424,0.22727272727272727,1.0,1.0,0.946969696969697,0.030303030303030304,0.14393939393939395,0.946969696969697,1.0,0.0,1.0,0.0,0.2727272727272727,1.0,1.0,132
Digital Commonwealth,Duxbury Free Library,1.0,1.0,1.0,0.27876106194690264,0.008849557522123894,0.09734513274336283,1.0,1.0,0.995575221238938,0.0,0.6769911504424779,0.9424778761061947,1.0,1.0,1.0,0.0,1.0,1.0,1.0,226
Digital Commonwealth,Eastham Historical Society,1.0,1.0,1.0,0.0639269406392694,0.2009132420091324,0.0,1.0,1.0,0.0,0.0,0.9223744292237442,0.9954337899543378,1.0,1.0,1.0,0.0,1.0,1.0,1.0,219
Digital Commonwealth,Northwest Public Television,1.0,1.0,1.0,0.8620689655172413,0.0,0.7241379310344828,1.0,0.0,0.0,0.0,0.0,1.0,0.896551724137931,1.0,1.0,0.0,1.0,1.0,1.0,29
Digital Commonwealth,Rocky Mountain PBS,1.0,1.0,0.4634146341463415,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,82
Digital Library of Georgia,Northeast Georgia Regional Library System,1.0,1.0,1.0,0.01139240506329114,0.0,0.0,1.0,0.0,0.9898734177215189,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,790
Digital Library of Georgia,Piedmont Regional Library System,1.0,1.0,1.0,0.058823529411764705,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,68
Digital Library of Georgia,United States. National Archives and Records Administration,1.0,1.0,1.0,0.9111111111111111,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,45
Digital Library of Georgia,University of Georgia. Press,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.02040816326530612,0.0,1.0,1.0,1.0,0.0,0.9387755102040817,0.0,0.14285714285714285,1.0,1.0,49
Empire State Digital Network,"The General Society of Mechanics and Tradesmen, Archives",1.0,1.0,1.0,0.6476190476190476,0.014285714285714285,0.004761904761904762,1.0,1.0,0.6,0.8142857142857143,0.9952380952380953,1.0,0.8142857142857143,1.0,0.7761904761904762,0.0,0.0,1.0,1.0,210
Illinois Digital Heritage Hub,Gail Borden Public Library District; Gifford Park Association,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1
Indiana Memory,Indiana School for the Deaf,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.9985621854780733,0.0,0.0,0.0,0.0,1.0,1.0,1391
Indiana Memory,"Nisenbaum, Galdys Cohen",1.0,1.0,1.0,0.07692307692307693,1.0,0.0,1.0,0.0,0.0,0.0,0.8461538461538461,1.0,0.6153846153846154,0.0,0.9230769230769231,0.0,0.0,1.0,1.0,13
Indiana Memory,The Creative Change Project,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,37
Minnesota Digital Library,Melrose Area Historical Society,1.0,1.0,1.0,0.7720588235294118,0.0,0.051470588235294115,1.0,0.0,0.8014705882352942,0.0,0.0,1.0,0.9705882352941176,0.0,1.0,0.0,1.0,1.0,1.0,136
Minnesota Digital Library,University of St. Thomas,1.0,1.0,0.9469086021505376,0.4099462365591398,0.0,0.019489247311827957,0.9993279569892473,0.0,0.15053763440860216,0.0,0.0,0.9959677419354839,0.9905913978494624,0.0,1.0,0.0,0.9986559139784946,1.0,1.0,1488
